id,name,address,phone,type,department,municipality,nit_municipality,notifier_email,created_at,updated_at,deleted_at,code_dane_municipality,traffic_agency_code,mandate_document_applies,virtual_process_applies,id_parinttrasec_transfer,is_active_flit,code_divipo,request_issue_date_flag,traffic_secretary_requires_preassignment_plate,id_parinttrasec_registration,id_parinttrasec_otherservice,department_dane_code,requires_peace_and_safe,allows_runt_approval_queries,contact_phone,contact_name
148,STRIA MCPAL TTOyTTE ESPINAL,CALLE 8 NO. 6-15 - ALCALDIA MUNICIPAL,2390314,Organismos de Tránsito,TOLIMA,ESPINAL,890702027,notificacionjudicial@elespinal-tolima.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,73268,73268000,False,False,1,False,NULL,False,False,1,1,,False,False,,
149,STRIA MCPAL TTOyTTE GALAPA,BANDA IZQUIERDA CARRETERA LA CORDIALIDAD VIA GALAPA PARQUE INDUSTRIAL LOS VOLCANES LOCAL 3,3823373,Organismos de Tránsito,ATLANTICO,GALAPA,890102472,notificacionesjudiciales@galapa-atlantico.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,8296,8296000,False,False,1,False,NULL,False,False,1,1,08,False,False,,
150,STRIA MCPAL TTOyTTE GARZON,CENTRO COMERCIAL PASEO DEL ROSARIO LOCAL 1 NO 055,8333383,Organismos de Tránsito,HUILA,GARZON,800103913,notificacionjudicial@garzon-huila.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,41298,41298000,False,False,1,False,NULL,False,False,1,1,41,False,False,,
151,STRIA MCPAL TTOyTTE GIRON,CALLE 58 4-71 URBA. VEGAS VILLAMIZAR A 300 MTS DE CENFER EJE VIAL GIRON,6917272,Organismos de Tránsito,SANTANDER,GIRON,890204802,notificacionjudicial@giron-santander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,68307,68307000,False,False,1,False,NULL,False,False,1,1,68,False,False,,
152,STRIA MCPAL TTOyTTE HONDA,CALLE 23 CARRERA 14 TERMINAL DE TRANSPORTE LOCAL 4 - 5,2513171,Organismos de Tránsito,TOLIMA,HONDA,800100058,notificaciones.judiciales@tolima.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,73349,73349000,False,False,1,False,NULL,False,False,1,1,,False,False,,
153,STRIA MCPAL TTOyTTE IBAGUE,CARRERA 23 # 87-08 PARQUE INDUSTRIAL Y DE SERVICIOS PLUS +,2669329,Organismos de Tránsito,TOLIMA,IBAGUE,80013389,notificaciones.judiciales@tolima.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,73001,73001000,False,False,1,False,NULL,False,False,1,1,,False,False,,
154,STRIA MCPAL TTOyTTE LA PLATA,KILOMETRO 1 VIA LA PLATA - NEIVA PARADOR TERMINAL DE TRANSPORTE,8372955,Organismos de Tránsito,HUILA,LA PLATA,800007652,notificacionjudicial@laplata-huila.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,41396,41396000,False,False,1,False,NULL,False,False,1,1,41,False,False,,
155,STRIA MCPAL TTOyTTE LA VIRGINIA,TRANSVERSAL 9 CALLE 10 ESQUINA PARQUE LOS FUNDADORES PISO 2,3682208,Organismos de Tránsito,RISARALDA,LA VIRGINIA,891180155,notificacionjudicial@lavirginia-risaralda.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,66400,66400000,False,False,1,False,NULL,False,False,1,1,,False,False,,
156,STRIA MCPAL TTOyTTE PAMPLONA,CARRERA 6 CALLE 5 ESQUINA PALACIO MUNICIPAL,5680501,Organismos de Tránsito,NORTE DE SANTANDER,PAMPLONA,891480027,contactenos@pamplona-nortedesantander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,54518,54518000,False,False,1,False,NULL,False,False,1,1,,False,False,,
157,STRIA MCPAL TTOyTTE PUERTO COLOMBIA,PROLONGACIÓN CARRERA 30 CORREDOR UNIVERSITARIO ESTACIÓN DE SERVICIO PAPIROS PARKING 2 PISO 2,3097029,Organismos de Tránsito,ATLÁNTICO,PUERTO COLOMBIA - ATLANTICO,800094396,notificacionesjudiciales@puertocolombia-atlantico.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,08573,08573000,False,False,1,False,NULL,False,False,1,1,,False,False,,
158,STRIA MOV MCPAL SUPIA/CALDAS,CALLE 32 NUMERO 6-11,8560215,Organismos de Tránsito,CALDAS,SUPIA,890801150,alcaldia@supia-caldas.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,17777,17777000,False,False,1,False,NULL,False,False,1,1,17,False,False,,
159,STRIA MOVyTTE DPTAL VALLE DEL CAUCA/ALCALA,CL 9 CON CL 8,6200197,Organismos de Tránsito,VALLE DEL CAUCA,"BOGOTA, D.C. - BOGOTA / ALCALÁ",,,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,76020,76020000,False,False,1,False,NULL,False,False,1,1,76,True,False,,
160,STRIA MOVyTTE DPTAL VALLE DEL CAUCA/ANSERMANUEVO,CALLE 6 # 7 -44,76041001,Organismos de Tránsito,VALLE DEL CAUCA,ANSERMANUEVO - VALLE DEL CAUCA,800100532,notificacionjudicial@ansermanuevo-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76041,76041000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
161,STRIA MOVyTTE DPTAL VALLE DEL CAUCA/BOLIVAR,CALLE 7 N° 4-13,3188346029,Organismos de Tránsito,VALLE DEL CAUCA,BOLIVAR - VALLE DEL CAUCA,891900945,notificacionjudicial@bolivar-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76100,76100000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
162,STRIA MOVyTTE DPTAL VALLE DEL CAUCA/BUGALAGRANDE,CARRERA 5 NO 3 - 63 BARRIO CENTRO,833373,Organismos de Tránsito,VALLE DEL CAUCA,BUGALAGRANDE - VALLE DEL CAUCA,891900253,juridico@bugalagrande-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76113,76113000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
163,STRIA MOVyTTE DPTAL VALLE DEL CAUCA/DAGUA,CRA 9 N° 9-67,3128754126,Organismos de Tránsito,VALLE DEL CAUCA,DAGUA - VALLE DEL CAUCA,800100514,contactenos@dagua-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76233,76233000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
164,STRIA MOVyTTO OCAÑA,AVENIDA CIRCUNVALAR CARRERA 11 # 19-332,3017541754,Organismos de Tránsito,NORTE DE SANTANDER,OCAÑA,890501102,notificacionjudicial@ocana-nortedesantander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,54498,54498000,False,False,1,False,NULL,False,False,1,1,,False,False,,
165,STRIA MOVyTTO QUIBDO,CALLE 30 DIAGONAL CEMENTERIO SAN JOSE,6717164,Organismos de Tránsito,CHOCO,QUIBDO,891680011,notificacionesjudiciales@quibdo-choco.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,27001,27001000,False,False,1,False,NULL,False,False,1,1,,False,False,,
166,STRIA TT0yTTE MCPAL TUQUERRES,CARRERA 14 CALLE 16 PALACIO MUNICIPAL,7281301,Organismos de Tránsito,NARINO,TUQUERRES,814000421,juridica@tuquerres-narino.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,52838,52838000,False,False,1,False,NULL,False,False,1,1,,False,False,,
167,STRIA TTEy MOV CUND/ARBELAEZ,CL 8 N 8 05,6171914,Organismos de Tránsito,CUNDINAMARCA,ARBELAEZ - CUNDINAMARCA,800093386,notificacionjudicial@arbelaez-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25053,25053000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
168,STRIA TTEy MOV CUND/CAQUEZA,AVENIDA 5 FRENTE AL HOSPITAL,8480357,Organismos de Tránsito,CUNDINAMARCA,CAQUEZA - CUNDINAMARCA,899999462,notificacionjudicial@caqueza-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25151,25151000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
169,STRIA TTEy MOV CUND/SIBATE,CARRERA 6 NO. 8-64 ANTIGUA CASA DE LA CULTURA,7251633,Organismos de Tránsito,CUNDINAMARCA,SIBATE,899999372,notificacionesjudicialessibate@cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25740,25740001,False,False,1,False,NULL,False,False,1,1,25,False,False,,
170,STRIA TTEyMOV CUND/CHOCONTA,CALLE 6 NO. 6 - 32,,Organismos de Tránsito,CUNDINAMARCA,CHOCONTA - CUNDINAMARCA,899999357,contactenos@choconta-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25183,25183000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
171,STRIA TTEyMOV CUND/EL ROSAL,CALLE 10 NO. 9 - 01,8240180,Organismos de Tránsito,CUNDINAMARCA,EL ROSAL - CUNDINAMARCA,832002318,notificacionjudicial@elrosal-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25260,25260000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
172,STRIA TTOyTTE MCPAL LA CALERA/CUND,CARRERA 2 NO. 10 A 15,8601595,Organismos de Tránsito,CUNDINAMARCA,LA CALERA,899999712,utmtgerencia.lacalera@gmail.com,2023-09-25 20:21:59.382,2025-08-13 21:28:12.538,NULL,25377,25377000,True,True,1,True,NULL,True,False,1,1,25,False,False,3125290160,yenny cuervo
173,STRIA TTEyMOV CUND/PUERTO SALGAR,CARRERA 14 NO11/85,3182529571,Organismos de Tránsito,CUNDINAMARCA,PUERTO SALGAR - CUNDINAMARCA,899999413,asesorjuridico@puertosalgar-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25572,25572000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
174,STRIA TTEyMOV CUND/RICAURTE,CARRERA 15 NO. 6-109,8366593,Organismos de Tránsito,CUNDINAMARCA,RICAURTE,890680059,notificacionjudicial@ricaurte-cundinamarca.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,25612,25612001,False,False,1,False,NULL,False,False,1,1,25,False,False,,
175,STRIA TTEyMOV CUND/VILLETA,CALLE 1 CANCHA MUNICIPAL,8444721,Organismos de Tránsito,CUNDINAMARCA,VILLETA - CUNDINAMARCA,899999312,notificacionesjudiciales@villeta-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25875,25875000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
177,STRIA TTEyTTO ANSERMA,PALACIO MUNICIPAL CALLE 7 ENTRE 4 Y 5,85344979,Organismos de Tránsito,CALDAS,ANSERMA,890801139,contactenos@anserma-caldas.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,17042,17042000,False,False,1,False,NULL,False,False,1,1,17,False,False,,
179,STRIA TTEyTTO COPACABANA,CALLE 50 # 53-46,4532584,Organismos de Tránsito,ANTIOQUIA,COPACABANA,890980767,contactenos@copacabana.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5212,5212000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
180,STRIA TTEyTTO ENVIGADO,CALLE 49 SUR NO. 48-28 - AVENIDA LAS VEGAS,3394088,Organismos de Tránsito,ANTIOQUIA,ENVIGADO,890907106,jose.cano@envigado.gov.co,2023-09-25 20:21:59.382,2025-08-13 21:21:18.024,NULL,5266,5266000,True,True,1,True,05266,True,False,1,1,05,False,False,3128916869,JOSE CANO
181,STRIA TTEyTTO GIRARDOTA,KM 25 CENTRO INDUSTRIAL DEL NORTE LOCAL 201,4052540,Organismos de Tránsito,ANTIOQUIA,GIRARDOTA,890980807,notificaciones.judiciales@girardota.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5308,5308000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
182,STRIA TTEyTTO ITAGUI,CALLE 50 NO. 43-34,3718014,Organismos de Tránsito,ANTIOQUIA,ITAGUI,890980093,notificaciones@itagui.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5360,5360000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
183,STRIA TTEyTTO MCPAL AGUSTIN CODAZZI,CALLE 26 CARRERA 16 TERMINAL DE TRANSPORTE PRIMER PISO,5766070,Organismos de Tránsito,CESAR,AGUSTIN CODAZZI,8000096558,notificacionjudicial@agustincodazzi-cesar.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,20013,20013000,False,False,1,False,NULL,False,False,1,1,,False,False,,
184,STRIA TTEyTTO MCPAL CALDAS/ANTIOQUIA,CARRERA 48 # 129 SUR - 59,3037585 EXT 111,Organismos de Tránsito,ANTIOQUIA,CALDAS,890980447,asistenteadmsatt@gmail.com,2023-09-25 20:21:59.382,2025-08-13 21:33:31.693418,NULL,5129,5129000,True,True,1,True,NULL,True,True,1,1,05,False,False,3113576197,JIMENA LOAIZA
185,STRIA TTEyTTO MCPAL FRONTINO,CALLE 30 NO. 30-04. PALACIO MUNICIPAL,8595288,Organismos de Tránsito,ANTIOQUIA,FRONTINO,8909837068,gobierno@frontino-antioquia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5284,5284000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
186,STRIA TTEyTTO MCPAL SANTA FE ANTIOQUIA,CALLE 9 # 8-34,8533745,Organismos de Tránsito,ANTIOQUIA,SANTAFE DE ANTIOQUIA,9014400339,asistenteadmsatt@gmail.com,2023-09-25 20:21:59.382,2025-08-13 21:39:32.485549,NULL,5042,5042000,True,True,1,True,NULL,False,True,1,1,05,False,False,3113576197,JIMENA LOAIZA
187,STRIA TTEyTTO MCPAL TUMACO,CIUDADELA VIA TUMACO-PASTO.,7271803,Organismos de Tránsito,NARINO,TUMACO,800179870,notificacionesjudiciales@tumaco-narino.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,52835,52835000,False,False,1,False,NULL,False,False,1,1,,False,False,,
188,SECRETARIA DE MOVILIDAD DE YARUMAL,CARRERA 22 NO. 20-16,8537722,Organismos de Tránsito,ANTIOQUIA,YARUMAL,8909052064,asistenteadmsatt@gmail.com,2023-09-25 20:21:59.382,2025-08-13 21:41:42.359571,NULL,5887,5887000,True,True,1,True,NULL,False,False,1,1,05,False,False,3113576197,JIMENA LOAIZA
189,STRIA TTO DPTAL NTE SANTANDER/EL ZULIA,AVENIDA 2 NO 5-80 BARRIO EL CENTRO ZULIA,5789655,Organismos de Tránsito,NORTE DE SANTANDER,EL ZULIA - N. DE SANTANDER,901474616,notificacionjudicial@elzulia-nortedesantander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,54261,54261000,False,False,1,False,NULL,False,False,1,1,,False,False,,
190,STRIA TTO MCPAL FACATATIVA,CARRERA 2 NO. 2 - 89 ANTIGUA CAMARA DE COMERCIO,8426124,Organismos de Tránsito,CUNDINAMARCA,FACATATIVA,899999328,notificacionjudicial@facatativa-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25269,25269000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
191,STRIA TTO MCPAL LA UNION,CALLE 15 NO. 14-34. ALCALDIA MUNICIPAL,2293118,Organismos de Tránsito,VALLE DEL CAUCA,LA UNION,891901109,notificacionjudicial@launion-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76400,76400000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
192,STRIA TTO MCPAL PATIA,CARRERA 3 NO. 4-67 ESQUINA,8261024,Organismos de Tránsito,CAUCA,PATIA,891502194,notificacionesjudiciales@patia-cauca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,19532,19532000,False,False,1,False,NULL,False,False,1,1,,False,False,,
193,STRIA TTO MCPAL PUERTO TEJADA,CARRERA 19 CALLE 17 ESQUINA ALCALDIA MUNICIPAL,8283060,Organismos de Tránsito,CAUCA,PUERTO TEJADA,9006624054,notificacionesjudiciales@puertotejada.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,19573,19573000,False,False,1,False,NULL,False,False,1,1,,False,False,,
194,STRIA TTO MCPAL SANTA ROSA DE OSOS,CARRERA 28A N 32-17 TERMINAL DE TRANSPORTE TERCER PISO,8609785,Organismos de Tránsito,ANTIOQUIA,SANTA ROSA DE OSOS,890981554,alcaldia@santarosadeosos.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5686,5686000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
195,STRIA TTO MCPAL TULUA,CRA 30 VÍA PRINCIPAL COLISEO MANUEL VICTORIA ROJAS,2320061,Organismos de Tránsito,VALLE DEL CAUCA,TULUA,891900272,juridico@tulua.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76834,76834000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
196,STRIA TTO y GOB MCPAL SANTA ROSA CABAL,CARRERA 14 CALLE 12 ESQUINA CAM 2 PISO,3660600,Organismos de Tránsito,RISARALDA,SANTA ROSA DE CABAL,891480033,notificacionjudicial@santarosadecabal-risaralda.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,66682,66682000,False,False,1,False,NULL,False,False,1,1,,False,False,,
197,STRIA TTO Y TTE MCPAL DE SABANALARGA,CLL 21 18 46,780462,Organismos de Tránsito,ATLANTICO,SABANALARGA,800094844,notificacionjudicial@sabanalarga-atlantico.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,8638,8638000,False,False,1,False,NULL,False,False,1,1,08,False,False,,
198,STRIA TTOyMOV MCPAL VILLANUEVA,CALLE 8 NO 13 - 35 BARRIO FUNDADORES,6241204,Organismos de Tránsito,CASANARE,VILLANUEVA,892099475,notificacionjudicial@villanueva-casanare.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,85440,85440000,False,False,1,False,NULL,False,False,1,1,,False,False,,
199,STRIA TTOyMOV PIEDECUESTA/SANTANDER,AUTOPISTA BUCARAMANGA PIEDECUESTA FRENTE AL ICP,6563146,Organismos de Tránsito,SANTANDER,PIEDECUESTA,890205383,coordinacionsitm1@gmail.com,2023-09-25 20:21:59.382,2025-08-13 21:58:38.061464,NULL,68547,68547000,True,True,1,True,NULL,False,True,1,1,68,False,False,3153936324,ANGELA MIREYA
200,STRIA TTOyTTE ANDALUCIA,CARRERA 4 CON CALLE 12-ESQUINA,2235168,Organismos de Tránsito,VALLE DEL CAUCA,ANDALUCIA,891900443,notificacionjudicial@andalucia-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76036,76036000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
201,STRIA TTOYTTE CAUCASIA,CALLE 21 AVENIDA EL PAJONAL CAUCASIA,8392473,Organismos de Tránsito,ANTIOQUIA,CAUCASIA,890906445,notificacionesjudiciales@caucasia-antioquia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5154,5154000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
202,STRIA TTOyTTE DEL MCPIO DEL BAGRE,CARRERA 49 48 55 BRR BIJAO,3122754290,Organismos de Tránsito,ANTIOQUIA,EL BAGRE,9003867388,alcaldia@elbagre-antioquia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5250,5250000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
203,STRIA TTOyTTE DPTAL TANGUA/NARIÑO,EDIFICIO PALACIO MUNICIPAL - BARRIO LOS ANDES,7235002,Organismos de Tránsito,NARINO,TANGUA,800099151,contactenos@tangua-narino.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,52788,52788000,False,False,1,False,NULL,False,False,1,1,,False,False,,
204,STRIA TTOyTTE EL SANTUARIO,CARRERA 42 NO. 49-107,4602240,Organismos de Tránsito,ANTIOQUIA,EL SANTUARIO,890983813,notificacionesjudiciales@elsantuario-antioquia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5697,5697000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
205,STRIA TTOyTTE FLORIDA,PLAZA PRINCIPAL CALLE 8 NO. CARRERA 19-27,2538580,Organismos de Tránsito,VALLE DEL CAUCA,FLORIDA,800100519,juridica@florida-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76275,76275000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
206,STRIA TTOyTTE MCPAL AMALFI,CALLE 20 NO 20 -52 PALACIO MUNICIPAL,8300247,Organismos de Tránsito,ANTIOQUIA,AMALFI,890981518,notificacionesjudiciales@amalfi-antioquia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5031,5031000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
207,STRIA TTOyTTE MCPAL BOLIVAR,CALLE 6 NO. 6-28. PARQUE LOS FUNDADORES,8272383,Organismos de Tránsito,CAUCA,BOLIVAR,800095961,contactenos@bolivar-cauca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,19100,19100000,False,False,1,False,NULL,False,False,1,1,,False,False,,
208,STRIA TTOyTTE MCPAL BUENAVENTURA,CALLE LA VICTORIA CARRERA 10 NO. 5A-12.,2433354,Organismos de Tránsito,VALLE DEL CAUCA,BUENAVENTURA,890399045,notificaciones_judiciales@buenaventura.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76109,76109000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
209,STRIA TTOyTTE MCPAL CALOTO,CALLE 12 NO. 5 - 46,8258337,Organismos de Tránsito,CAUCA,CALOTO,891501292,contactenos@caloto-cauca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,19142,19142000,False,False,1,False,NULL,False,False,1,1,,False,False,,
210,STRIA TTOyTTE MCPAL CANDELARIA,CALLE 9 CARRERA 8 ESQUINA ALCALDIA MUNICIPAL,2646344,Organismos de Tránsito,VALLE DEL CAUCA,CANDELARIA,891380038,contactenos@candelaria-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76130,76130000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
211,STRIA TTOyTTE MCPAL CHACHAGUI NARIÑO,CALLE 3 # 4-60 BARRIO OFICIAL PLAZA PRINCIPAL MUNICIPIO DE NARIÑO,1111111,Organismos de Tránsito,NARINO,CHACHAGUI,800199959,notificacionjudicial@chachagui-narino.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,52240,52240000,False,False,1,False,NULL,False,False,1,1,,False,False,,
212,SECRETARÍA DE TTOYTTE MCPAL CHIGORODO,CALLE 96 NO. 99A - 35 TERMINAL DE TRANSPORTE,8259399,Organismos de Tránsito,ANTIOQUIA,CHIGORODO,890980998,notificacionjudicial@chigorodo-antioquia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5172,5172000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
213,STRIA TTOyTTE MCPAL CIMITARRA,CARRERA 5 6-10 PALACIO MUNICIPAL,6059219,Organismos de Tránsito,SANTANDER,CIMITARRA,890208363,notificacionjudicial@cimitarra-santander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,68190,68190000,False,False,1,False,NULL,False,False,1,1,68,False,False,,
214,STRIA TTOyTTE MCPAL DE GUADUAS,CALLE 4 NO.1-88,8466100,Organismos de Tránsito,CUNDINAMARCA,GUADUAS,899999701,juridico@guaduas-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25320,25320000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
215,STRIA TTOYTTE MCPAL DE MADRID,CLL 5 N. 4-74,918250486,Organismos de Tránsito,CUNDINAMARCA,MADRID,899999325,alcaldia@madrid-cundinamarca.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,25430,25430000,True,True,1,True,NULL,False,True,1,1,25,False,False,3168344358,INGRITH SUPELANO
216,STRIA TTOyTTE MCPAL DE OIBA,CALLE 10 N 6-36,7173285,Organismos de Tránsito,SANTANDER,OIBA,890210948,contactenos@oiba-santander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,68500,68500000,False,False,1,False,NULL,False,False,1,1,68,False,False,,
217,STRIA TTOyTTE MCPAL DE PUERTO TRIUNFO,CALLE 10 NO 10 - 71,8352017,Organismos de Tránsito,ANTIOQUIA,PUERTO TRIUNFO,890983906,alcaldia@puertotriunfo-antioquia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5591,5591000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
218,STRIA TTOyTTE MCPAL EL SOCORRO,CALLE 16 - CARRERA 16 TERMINAL DE TRANSPORTE LOCAL 2,7272579,Organismos de Tránsito,SANTANDER,SOCORRO,890203688,juridicaexterna@socorro-santander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,68755,68755000,False,False,1,False,NULL,False,False,1,1,68,False,False,,
219,STRIA TTOYTTE MCPAL EL TAMBO,CALLE 4 NO. 2-98. ALCALDIA MUNICIPAL,8276090,Organismos de Tránsito,CAUCA,EL TAMBO,871500978,juridica@eltambo-cauca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,19256,19256000,False,False,1,False,NULL,False,False,1,1,,False,False,,
220,STRIA TTOyTTE MCPAL FLORENCIA,CARRERA 15 # 14-27 BARRIO EL CENTRO,4346631,Organismos de Tránsito,CAQUETA,FLORENCIA,800095728,notificacionesjudiciales@florencia-caqueta.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,18001,18001000,False,False,1,False,NULL,False,False,1,1,18,False,False,,
221,STRIA TTOyTTE MCPAL FRESNO,CARRERA 7 NO. 3-28 PALACIO MUNICIPAL PISO 1,2581778,Organismos de Tránsito,TOLIMA,FRESNO,800100056,contactenos@fresno-tolima.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,73283,73283000,False,False,1,False,NULL,False,False,1,1,,False,False,,
222,STRIA TTOyTTE MCPAL FUNZA,CARRERA 15 CON CALLE 14 ESQUINA CENTRO COMERCIAL BANCOLOMBIA PISO 2,8223211,Organismos de Tránsito,CUNDINAMARCA,FUNZA,899999433,ingrith.supelano@transitoxpress.co,2023-09-25 20:21:59.382,2025-08-13 21:07:59.322,NULL,25286,25286000,True,True,1,True,NULL,False,False,1,1,25,False,False,3168344358,INGRITH SUPELANO
